Date,Original Time,Time,HOUR,Temperature(F),Dew Point(F),Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Precip Accum,Condition
21,3:56 PM,PM,16,61,51,70%,WNW,21mph,0mph,29.9in,0.0in,0.0in,Fair / Windy
21,4:56 PM,PM,17,59,51,75%,WNW,23mph,0mph,29.9in,0.0in,0.0in,Fair / Windy
21,5:56 PM,PM,18,58,50,75%,WNW,18mph,0mph,29.9in,0.0in,0.0in,Partly Cloudy
21,6:56 PM,PM,19,55,50,83%,W,17mph,0mph,29.9in,0.0in,0.0in,Fair
21,7:56 PM,PM,20,56,51,84%,W,16mph,0mph,29.9in,0.0in,0.0in,Fair
21,8:56 PM,PM,21,56,50,80%,W,16mph,0mph,29.9in,0.0in,0.0in,Fair
21,9:56 PM,PM,22,55,50,83%,W,16mph,0mph,29.9in,0.0in,0.0in,Fair
21,10:56 PM,PM,23,55,50,83%,W,14mph,0mph,29.9in,0.0in,0.0in,Fair
22,11:56 PM,PM,00,55,50,83%,W,9mph,0mph,29.9in,0.0in,0.0in,Fair
22,12:56 AM,AM,01,54,49,83%,W,10mph,0mph,29.9in,0.0in,0.0in,Partly Cloudy
22,1:56 AM,AM,02,54,49,83%,W,14mph,0mph,29.9in,0.0in,0.0in,Partly Cloudy
22,2:56 AM,AM,03,54,49,83%,W,8mph,0mph,29.9in,0.0in,0.0in,Mostly Cloudy
22,3:56 AM,AM,04,55,49,80%,WSW,9mph,0mph,29.9in,0.0in,0.0in,Mostly Cloudy
22,4:56 AM,AM,05,52,49,89%,SSW,3mph,0mph,29.9in,0.0in,0.0in,Mostly Cloudy
22,5:56 AM,AM,06,55,49,80%,WSW,9mph,0mph,29.9in,0.0in,0.0in,Mostly Cloudy
22,6:56 AM,AM,07,55,49,80%,W,6mph,0mph,29.9in,0.0in,0.0in,Mostly Cloudy
22,7:56 AM,AM,08,55,48,77%,WNW,6mph,0mph,29.9in,0.0in,0.0in,Cloudy
22,8:56 AM,AM,09,56,49,77%,WNW,5mph,0mph,30.0in,0.0in,0.0in,Cloudy
22,9:56 AM,AM,10,56,49,77%,W,9mph,0mph,30.0in,0.0in,0.0in,Cloudy
22,10:56 AM,AM,11,58,49,72%,NW,7mph,0mph,30.0in,0.0in,0.0in,Cloudy
22,11:56 AM,AM,12,60,49,67%,WNW,7mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
22,12:56 PM,PM,13,62,49,62%,WNW,12mph,0mph,29.9in,0.0in,0.0in,Fair
22,1:56 PM,PM,14,63,49,60%,WNW,16mph,0mph,29.9in,0.0in,0.0in,Fair
22,2:56 PM,PM,15,63,49,60%,W,16mph,0mph,29.9in,0.0in,0.0in,Fair
22,3:56 PM,PM,16,61,49,64%,WNW,20mph,0mph,29.9in,0.0in,0.0in,Fair
22,4:56 PM,PM,17,61,49,64%,W,16mph,0mph,29.9in,0.0in,0.0in,Fair
22,5:56 PM,PM,18,59,48,67%,W,17mph,0mph,29.9in,0.0in,0.0in,Partly Cloudy
22,6:56 PM,PM,19,56,49,77%,W,15mph,0mph,29.9in,0.0in,0.0in,Fair
22,7:56 PM,PM,20,56,49,77%,W,12mph,0mph,29.9in,0.0in,0.0in,Fair
22,8:56 PM,PM,21,55,48,77%,W,12mph,0mph,29.9in,0.0in,0.0in,Fair
22,9:56 PM,PM,22,56,48,75%,W,8mph,0mph,30.0in,0.0in,0.0in,Fair
22,10:56 PM,PM,23,54,48,80%,W,8mph,0mph,30.0in,0.0in,0.0in,Fair
23,11:56 PM,PM,00,54,47,77%,WSW,3mph,0mph,30.0in,0.0in,0.0in,Fair
23,12:56 AM,AM,01,54,48,80%,CALM,0mph,0mph,30.0in,0.0in,0.0in,Fair
23,1:56 AM,AM,02,54,48,80%,W,6mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
23,2:56 AM,AM,03,52,47,83%,CALM,0mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
23,3:56 AM,AM,04,50,46,86%,CALM,0mph,0mph,30.0in,0.0in,0.0in,Fair
23,4:56 AM,AM,05,50,47,89%,S,5mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
23,5:56 AM,AM,06,50,47,89%,S,3mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
23,6:56 AM,AM,07,50,47,89%,S,5mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
23,7:56 AM,AM,08,53,47,80%,SE,5mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
23,8:56 AM,AM,09,55,48,77%,S,5mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
23,9:56 AM,AM,10,59,48,67%,ESE,7mph,0mph,30.0in,0.0in,0.0in,Cloudy
23,10:56 AM,AM,11,61,48,62%,NW,8mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
23,11:56 AM,AM,12,61,48,62%,W,16mph,25mph,30.1in,0.0in,0.0in,Cloudy
23,12:56 PM,PM,13,62,48,60%,WNW,10mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
23,1:56 PM,PM,14,64,48,56%,WNW,9mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
23,2:56 PM,PM,15,64,48,56%,W,16mph,21mph,30.0in,0.0in,0.0in,Mostly Cloudy
23,3:56 PM,PM,16,65,48,54%,W,12mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
23,4:56 PM,PM,17,63,49,60%,W,13mph,0mph,30.0in,0.0in,0.0in,Fair
23,5:56 PM,PM,18,59,49,69%,W,17mph,0mph,30.0in,0.0in,0.0in,Fair
23,6:56 PM,PM,19,60,50,69%,W,15mph,0mph,30.0in,0.0in,0.0in,Fair
23,7:56 PM,PM,20,58,50,75%,W,17mph,0mph,30.0in,0.0in,0.0in,Fair
23,8:56 PM,PM,21,56,50,80%,W,15mph,0mph,30.0in,0.0in,0.0in,Fair
23,9:56 PM,PM,22,56,51,84%,W,14mph,0mph,30.0in,0.0in,0.0in,Fair
23,10:56 PM,PM,23,55,51,86%,W,9mph,0mph,30.0in,0.0in,0.0in,Fair
24,11:56 PM,PM,00,56,51,84%,W,10mph,0mph,30.0in,0.0in,0.0in,Fair
24,12:56 AM,AM,01,55,51,86%,WNW,5mph,0mph,30.0in,0.0in,0.0in,Fair
24,1:56 AM,AM,02,55,51,86%,WNW,5mph,0mph,30.0in,0.0in,0.0in,Fair
24,2:56 AM,AM,03,52,50,93%,SSE,5mph,0mph,30.0in,0.0in,0.0in,Fair
24,3:56 AM,AM,04,53,49,86%,CALM,0mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
24,4:56 AM,AM,05,54,49,83%,SSE,6mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
24,5:56 AM,AM,06,53,49,86%,W,3mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
24,6:56 AM,AM,07,54,50,86%,WNW,3mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
24,7:56 AM,AM,08,53,49,86%,SSE,3mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
24,8:56 AM,AM,09,55,51,86%,CALM,0mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
24,9:56 AM,AM,10,58,51,78%,E,5mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
24,10:56 AM,AM,11,61,53,75%,NE,6mph,0mph,30.1in,0.0in,0.0in,Fair
24,11:56 AM,AM,12,65,54,68%,NE,7mph,0mph,30.0in,0.0in,0.0in,Fair
24,12:56 PM,PM,13,66,54,65%,NE,7mph,0mph,30.0in,0.0in,0.0in,Fair
24,1:56 PM,PM,14,70,51,51%,W,15mph,0mph,30.0in,0.0in,0.0in,Fair
24,2:56 PM,PM,15,69,52,54%,WNW,12mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
24,3:56 PM,PM,16,67,50,54%,W,15mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
24,4:56 PM,PM,17,65,52,63%,W,16mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
24,5:56 PM,PM,18,64,54,70%,W,18mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
24,6:56 PM,PM,19,58,54,87%,WNW,18mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
24,7:56 PM,PM,20,57,55,93%,W,24mph,0mph,30.0in,0.0in,0.0in,Cloudy / Windy
24,8:56 PM,PM,21,58,55,90%,W,18mph,0mph,30.0in,0.0in,0.0in,Cloudy
24,9:56 PM,PM,22,58,54,87%,NW,12mph,0mph,30.1in,0.0in,0.0in,Partly Cloudy
24,10:56 PM,PM,23,58,54,87%,W,12mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
25,11:56 PM,PM,00,56,54,93%,WNW,10mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
25,12:56 AM,AM,01,56,53,90%,WNW,6mph,0mph,30.1in,0.0in,0.0in,Fair
25,1:56 AM,AM,02,55,54,96%,W,5mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
25,2:56 AM,AM,03,56,53,90%,WSW,6mph,0mph,30.1in,0.0in,0.0in,Cloudy
25,3:56 AM,AM,04,55,52,89%,S,3mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
25,4:56 AM,AM,05,55,53,93%,SSE,5mph,0mph,30.1in,0.0in,0.0in,Cloudy
25,5:56 AM,AM,06,53,53,100%,CALM,0mph,0mph,30.1in,0.0in,0.0in,Cloudy
25,6:56 AM,AM,07,53,53,100%,S,5mph,0mph,30.1in,0.0in,0.0in,Cloudy
25,7:56 AM,AM,08,54,54,100%,SSW,5mph,0mph,30.1in,0.0in,0.0in,Fog
25,8:56 AM,AM,09,54,53,97%,SSW,5mph,0mph,30.1in,0.0in,0.0in,Fog
25,9:56 AM,AM,10,56,54,93%,CALM,0mph,0mph,30.1in,0.0in,0.0in,Fog
25,10:56 AM,AM,11,58,55,90%,SE,5mph,0mph,30.1in,0.0in,0.0in,Cloudy
25,11:56 AM,AM,12,62,55,78%,NE,5mph,0mph,30.1in,0.0in,0.0in,Haze
25,12:56 PM,PM,13,63,56,78%,NNE,6mph,0mph,30.1in,0.0in,0.0in,Fair
25,1:56 PM,PM,14,66,56,70%,NE,3mph,0mph,30.1in,0.0in,0.0in,Fair
25,2:56 PM,PM,15,70,55,59%,WNW,13mph,0mph,30.0in,0.0in,0.0in,Fair
25,3:56 PM,PM,16,67,53,61%,WNW,17mph,0mph,30.0in,0.0in,0.0in,Fair
25,4:56 PM,PM,17,64,53,67%,W,21mph,0mph,30.0in,0.0in,0.0in,Fair / Windy
25,5:56 PM,PM,18,61,53,75%,W,22mph,0mph,30.0in,0.0in,0.0in,Fair / Windy
25,6:56 PM,PM,19,59,51,75%,W,22mph,0mph,30.1in,0.0in,0.0in,Fair / Windy
25,7:56 PM,PM,20,59,51,75%,W,22mph,0mph,30.1in,0.0in,0.0in,Fair / Windy
25,8:56 PM,PM,21,58,52,81%,W,15mph,0mph,30.1in,0.0in,0.0in,Fair
25,9:56 PM,PM,22,58,52,81%,W,17mph,0mph,30.1in,0.0in,0.0in,Fair
25,10:56 PM,PM,23,58,51,78%,W,13mph,0mph,30.1in,0.0in,0.0in,Fair
26,11:56 PM,PM,00,59,52,78%,W,9mph,0mph,30.1in,0.0in,0.0in,Fair
26,12:56 AM,AM,01,56,52,87%,WNW,6mph,0mph,30.1in,0.0in,0.0in,Fair
26,1:56 AM,AM,02,55,51,86%,W,6mph,0mph,30.1in,0.0in,0.0in,Fair
26,2:56 AM,AM,03,55,48,77%,W,3mph,0mph,30.1in,0.0in,0.0in,Fair
26,3:56 AM,AM,04,55,51,86%,W,3mph,0mph,30.1in,0.0in,0.0in,Fair
26,4:56 AM,AM,05,56,53,90%,WNW,7mph,0mph,30.1in,0.0in,0.0in,Fair
26,5:56 AM,AM,06,56,53,90%,WNW,12mph,0mph,30.1in,0.0in,0.0in,Fair
26,6:56 AM,AM,07,56,53,90%,WNW,13mph,0mph,30.1in,0.0in,0.0in,Fair
26,7:56 AM,AM,08,55,53,93%,WNW,8mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
26,8:56 AM,AM,09,58,53,84%,W,3mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
26,9:56 AM,AM,10,62,53,72%,E,3mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
26,10:56 AM,AM,11,63,54,72%,NE,5mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
26,11:56 AM,AM,12,65,55,70%,NNE,5mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
26,12:56 PM,PM,13,66,56,70%,NE,5mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
26,1:56 PM,PM,14,67,56,68%,NE,5mph,0mph,30.1in,0.0in,0.0in,Fair
26,2:56 PM,PM,15,71,54,55%,WNW,15mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
26,3:56 PM,PM,16,72,50,46%,W,15mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
26,4:56 PM,PM,17,72,46,40%,W,13mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
26,5:56 PM,PM,18,64,51,63%,WNW,18mph,0mph,30.0in,0.0in,0.0in,Cloudy
26,6:56 PM,PM,19,61,55,81%,WNW,18mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
26,7:56 PM,PM,20,58,55,90%,WNW,17mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
26,8:56 PM,PM,21,58,56,93%,W,20mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
26,9:56 PM,PM,22,58,56,93%,W,17mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
26,10:56 PM,PM,23,58,56,93%,WNW,13mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
27,11:56 PM,PM,00,59,56,90%,WNW,13mph,0mph,30.0in,0.0in,0.0in,Fair
27,12:56 AM,AM,01,58,56,93%,WNW,9mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
27,1:56 AM,AM,02,58,56,93%,WNW,7mph,0mph,30.0in,0.0in,0.0in,Fair
27,2:56 AM,AM,03,57,55,93%,W,6mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
27,3:56 AM,AM,04,56,54,93%,CALM,0mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
27,4:56 AM,AM,05,56,52,87%,CALM,0mph,0mph,30.0in,0.0in,0.0in,Fair
27,5:56 AM,AM,06,54,51,90%,W,3mph,0mph,30.0in,0.0in,0.0in,Fair
27,6:56 AM,AM,07,55,53,93%,CALM,0mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
27,7:56 AM,AM,08,56,55,97%,WNW,6mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
27,8:56 AM,AM,09,61,57,87%,W,7mph,0mph,30.1in,0.0in,0.0in,Partly Cloudy
27,9:56 AM,AM,10,61,56,83%,NW,13mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
27,10:56 AM,AM,11,64,57,78%,NW,13mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
27,11:56 AM,AM,12,67,57,70%,WNW,13mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
27,12:56 PM,PM,13,69,57,65%,W,15mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
27,1:56 PM,PM,14,69,57,65%,W,18mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
27,2:56 PM,PM,15,69,57,65%,W,16mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
27,3:56 PM,PM,16,70,57,63%,W,22mph,29mph,30.0in,0.0in,0.0in,Mostly Cloudy / Windy
27,4:56 PM,PM,17,66,56,70%,W,21mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy / Windy
27,5:56 PM,PM,18,64,56,75%,W,26mph,33mph,30.0in,0.0in,0.0in,Mostly Cloudy / Windy
27,6:56 PM,PM,19,62,57,84%,W,22mph,0mph,30.0in,0.0in,0.0in,Cloudy / Windy
27,7:56 PM,PM,20,61,57,87%,W,14mph,0mph,30.0in,0.0in,0.0in,Mostly Cloudy
27,8:56 PM,PM,21,59,56,90%,WNW,9mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
27,9:56 PM,PM,22,58,56,93%,WNW,9mph,0mph,30.0in,0.0in,0.0in,Partly Cloudy
27,10:56 PM,PM,23,58,56,93%,NW,9mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
28,11:56 PM,PM,00,58,56,93%,NW,8mph,0mph,30.1in,0.0in,0.0in,Cloudy
28,12:56 AM,AM,01,58,57,97%,WNW,10mph,0mph,30.1in,0.0in,0.0in,Cloudy
28,1:56 AM,AM,02,58,57,97%,W,6mph,0mph,30.1in,0.0in,0.0in,Cloudy
28,2:56 AM,AM,03,60,57,90%,NNW,7mph,0mph,30.1in,0.0in,0.0in,Cloudy
28,3:56 AM,AM,04,59,55,87%,CALM,0mph,0mph,30.1in,0.0in,0.0in,Fair
28,4:56 AM,AM,05,58,56,93%,CALM,0mph,0mph,30.1in,0.0in,0.0in,Partly Cloudy
28,5:56 AM,AM,06,56,53,90%,WNW,5mph,0mph,30.1in,0.0in,0.0in,Fair
28,6:56 AM,AM,07,56,56,100%,W,3mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
28,7:56 AM,AM,08,56,54,93%,S,3mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
28,8:56 AM,AM,09,58,56,93%,CALM,0mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
28,9:56 AM,AM,10,61,58,90%,CALM,0mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
28,10:56 AM,AM,11,65,58,78%,ENE,6mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
28,11:56 AM,AM,12,69,58,68%,WNW,8mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
28,12:56 PM,PM,13,71,57,61%,W,18mph,0mph,30.1in,0.0in,0.0in,Partly Cloudy
28,1:56 PM,PM,14,67,57,70%,W,15mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
28,2:56 PM,PM,15,65,58,78%,W,13mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
28,3:56 PM,PM,16,65,58,78%,W,14mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy
28,4:56 PM,PM,17,64,57,78%,W,21mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy / Windy
28,5:56 PM,PM,18,61,55,81%,W,21mph,0mph,30.1in,0.0in,0.0in,Mostly Cloudy / Windy
28,6:56 PM,PM,19,58,55,90%,W,18mph,0mph,30.1in,0.0in,0.0in,Partly Cloudy
28,7:56 PM,PM,20,60,54,80%,W,23mph,0mph,30.1in,0.0in,0.0in,Partly Cloudy / Windy
28,8:56 PM,PM,21,60,52,75%,W,28mph,38mph,30.1in,0.0in,0.0in,Mostly Cloudy / Windy
28,9:56 PM,PM,22,59,52,78%,W,22mph,0mph,30.1in,0.0in,0.0in,Partly Cloudy / Windy
28,10:56 PM,PM,23,59,52,78%,WNW,17mph,0mph,30.1in,0.0in,0.0in,Partly Cloudy
29,11:56 PM,PM,00,57,52,83%,WNW,14mph,0mph,30.1in,0.0in,0.0in,Partly Cloudy
